Memory size: 128, Concurrent number: 2, FileSize: 9.000000
Latency of GetObject(File Size: 256 KB)
1.154931289
1.088778175
1.060892698
1.058932556
1.039168761
0.999720975
0.989877387
0.978675725
0.140372509
0.137437675
0.119391914
0.11881303
0.112175041
0.10037158
0.100122078
0.099954438
0.099594206
0.098958942
0.098342465
0.098060702
0.091302211
0.081934323
0.080304872
0.080210674
0.080016483
0.079991595
0.079850479
0.079569439
0.079244335
0.079000008
0.078847565
0.078717488
0.078514202
0.078151922
0.077796014
0.076064241
0.061772016
0.061750559
0.061661482
0.060171724
0.059865543
0.059546546
0.059471499
0.058272446
0.057877831
0.042021139
0.041750156
0.040929381
0.040655248
0.040148309
0.039958263
0.039903672
0.039699916
0.032170847
0.031893112
0.022816617
0.022343039
0.021364128
0.02102912
0.02095632
